ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7481249,Source1,2,2018-12-11 07:23:02,2018-12-11 11:23:02,45.472254,-122.677459,45.470603,-122.67798700000002,0.117,At Terwilliger Blvd/Exit 297 - Accident.,Pacific Highway 1 S,Portland,Multnomah,OR,97219,US/Pacific,KPDX,2018-12-11 07:53:00,43.0,36.0,89.0,30.06,10.0,ESE,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4965216,Source1,2,2022-08-02 16:49:16,2022-08-02 18:04:45,33.895467,-80.814307,33.895996000000004,-80.816811,0.148,Incident on CABIN CREEK RD near ADAMS HAYNE RD Drive with caution., Country Haven Rd,Hopkins,Richland,SC,29061-8477,US/Eastern,KMMT,2022-08-02 16:56:00,95.0,95.0,38.0,29.68,10.0,W,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3656,Source2,3,2016-07-21 12:42:18,2016-07-21 13:12:18,37.38965200000001,-122.163582,,,0.0,Shoulder blocked on exit ramp due to accident on I-280 Northbound at Page Mill Rd.,I-280 S,Los Altos,Santa Clara,CA,94022,US/Pacific,KNUQ,2016-07-21 12:56:00,72.0,,53.0,30.12,10.0,North,12.7,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2460225,Source2,3,2018-11-15 17:26:44,2018-11-15 17:56:24,34.721222,-86.622253,,,0.0,Accident on I-565 Westbound at Exits 17 17A 17B AL-53 Governors Dr.,I-565 W,Huntsville,Madison,AL,35805,US/Central,KHUA,2018-11-15 16:58:00,32.5,24.8,82.0,30.16,10.0,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4664372,Source1,2,2022-05-02 14:20:30,2022-05-02 16:24:12,25.946466,-80.147125,25.947573,-80.148077,0.097,Slow traffic on US-1 N - FL-860 - FL-5 from NE 183rd St to W Dixie Hwy due to accident., Biscayne Blvd,Miami,Miami-Dade,FL,33180-2916,US/Eastern,KHWO,2022-05-02 13:53:00,84.0,84.0,58.0,30.08,10.0,ESE,17.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7321274,Source1,2,2019-12-19 15:02:00,2019-12-19 16:16:44,37.64877,-121.019889,37.64877,-121.019889,0.0,At Kansas Ave - Accident.,CA-99 S,Modesto,Stanislaus,CA,95351,US/Pacific,KMOD,2019-12-19 14:53:00,60.0,60.0,60.0,30.08,10.0,NNW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4366754,Source1,2,2022-12-12 17:46:27.000000000,2022-12-12 19:05:15.000000000,35.784626,-78.69381899999998,35.784094,-78.693809,0.037,Incident on METHOD RD near WESTERN BLVD Drive with caution., Method Rd,Raleigh,Wake,NC,27606-1924,US/Eastern,KRDU,2022-12-12 17:51:00,46.0,42.0,61.0,29.77,10.0,E,8.0,0.0,Partly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,Night,Night,Day,Day
A-5071967,Source1,2,2022-06-30 18:59:45,2022-06-30 21:04:00,27.758014000000006,-82.675874,27.741601,-82.676683,1.135,Stationary traffic on I-275 S from 28th St/8th Ave/Exit 8 (I-275) to 26th Ave/Exit 5 (I-275) due to accident.,,St Petersburg,Pinellas,FL,33712,US/Eastern,KSPG,2022-06-30 18:53:00,81.0,81.0,77.0,30.03,9.0,S,13.0,0.1,T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-323410,Source2,2,2017-02-09 19:09:12,2017-02-09 19:38:40,33.681152000000004,-84.40119200000002,,,0.01,Accident on Cleveland Ave at Beeler Dr.,Beeler Dr SW,Atlanta,Fulton,GA,30315,US/Eastern,KATL,2017-02-09 18:52:00,43.0,36.4,43.0,30.3,10.0,NW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4304689,Source1,2,2022-04-18 08:55:00,2022-04-18 10:20:30,33.849712,-117.875937,33.825581,-117.876301,1.6669999999999998,Stationary traffic on Orange Fwy S - CA-57 S from Orangethorpe Ave (CA-57) to Ball Rd (CA-57) due to accident.,CA-91 E,Anaheim,Orange,CA,92806,US/Pacific,KFUL,2022-04-18 08:53:00,62.0,62.0,70.0,29.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2087579,Source2,2,2019-05-07 10:15:43,2019-05-07 12:34:01,35.21154,-80.898659,,,0.0,Accident on Reid Ave at NC-160 West Blvd.,Reid Ave,Charlotte,Mecklenburg,NC,28208-6811,US/Eastern,KCLT,2019-05-07 09:52:00,69.0,69.0,78.0,29.39,8.0,VAR,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2667060,Source2,3,2018-08-24 12:24:48,2018-08-24 13:24:23,35.449825,-97.487617,,,0.0,Left lane blocked due to accident on I-35 Northbound at 15th St.,US-77 S,Oklahoma City,Oklahoma,OK,73129,US/Central,KTIK,2018-08-24 11:56:00,89.8,,46.0,29.88,10.0,SSW,21.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-4130070,Source1,2,2022-12-01 20:32:00,2022-12-01 22:03:53,36.840735,-119.92847,36.840432,-119.927975,0.034,Incident on CA-99 SB near HERNDON AVE Drive with caution.,Highway 99,Fresno,Fresno,CA,93722,US/Pacific,KFAT,2022-12-01 20:53:00,44.0,35.0,89.0,29.64,5.0,NW,22.0,0.17,Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-728802,Source2,2,2022-01-31 07:57:33,2022-01-31 08:42:05,42.44865,-70.964012,,,0.0,Multi-vehicle accident on MA-1A General Edwards Bridge Northbound between Whitin Ave Ext and Hanson St.,Lynnway,Lynn,Essex,MA,01905-3023,US/Eastern,KBOS,2022-01-31 07:54:00,17.0,9.0,50.0,30.31,10.0,WNW,6.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,Day,Day,Day,Day
A-5582220,Source1,2,2021-04-14 16:40:00,2021-04-14 20:25:00,35.359101,-79.79511600000002,35.359253,-79.791795,0.187,Incident on NC-24 EB near SEDBERRY RD Road closed. Take alternate route., NC Highway 24 27 E,Biscoe,Montgomery,NC,27209-9744,US/Eastern,KHBI,2021-04-14 16:35:00,82.0,82.0,30.0,29.2,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2983366,Source2,2,2018-02-01 13:21:54,2018-02-01 13:51:28,36.60334,-81.751671,,,0.0,One lane blocked due to accident on TN-91 Northbound at Dallanville Rd.,Highway 91 N,Laurel Bloomery,Johnson,TN,37680-4030,US/Eastern,KVJI,2018-02-01 13:15:00,46.6,,63.0,29.99,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2498847,Source2,2,2018-10-04 14:47:48,2018-10-04 16:03:38,32.975239,-96.716347,,,0.0,Right lane blocked due to accident on US-75 Northbound at Mccommas Blvd.,US-75 S,Richardson,Dallas,TX,75080,US/Central,KADS,2018-10-04 14:47:00,89.6,,49.0,29.99,10.0,SE,11.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-7586737,Source1,2,2018-05-25 07:32:25,2018-05-25 13:32:25,41.79115,-87.63089000000002,41.79824,-87.63108000000003,0.49,At Garfield Blvd/Exit 57B - Accident.,I-94 W,Chicago,Cook,IL,60621,US/Central,KMDW,2018-05-25 07:53:00,75.0,,51.0,29.93,10.0,SW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6436472,Source1,2,2021-01-11 19:56:38,2021-01-11 21:51:11,39.791462,-86.165671,39.803077,-86.16594,0.8029999999999999,Incident on I-65 NB near 12TH ST Expect long delays.,I-65 N,Indianapolis,Marion,IN,46202,US/Eastern,KEYE,2021-01-11 19:53:00,24.0,17.0,84.0,29.39,10.0,SW,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1024491,Source2,3,2021-05-31 14:41:01,2021-05-31 15:30:58,37.719727,-121.658142,,,0.0,#3 lane blocked due to accident on I-580 Westbound before Exit 59 Flynn Rd.,I-580 E,Livermore,Alameda,CA,94551,US/Pacific,KLVK,2021-05-31 14:53:00,98.0,98.0,17.0,29.42,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4711837,Source1,2,2023-02-02 16:04:00.000000000,2023-02-02 19:32:30.000000000,34.096066,-117.301705,34.107499,-117.302307,0.7909999999999999,Accident on I-215 N from Inland Center Dr (I-215) to 3rd St (I-215).,I-215 N,San Bernardino,San Bernardino,CA,92410,US/Pacific,KSBD,2023-02-02 15:52:00,68.0,68.0,18.0,29.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7389631,Source1,2,2019-09-17 18:05:00,2019-09-17 22:19:29,34.754928,-120.360927,34.754928,-120.360927,0.0,At US-101 - Accident., Highway 135,Lompoc,Santa Barbara,CA,93436,US/Pacific,KLPC,2019-09-17 17:56:00,68.0,68.0,56.0,29.84,10.0,W,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-16385,Source2,3,2016-11-11 17:34:41,2016-11-11 18:04:20,38.404762,-121.9123,,,0.01,Right hand shoulder blocked due to accident on I-80 Eastbound at Exit 59 Meridian Rd.,I-80 E,Vacaville,Solano,CA,95687,US/Pacific,KVCB,2016-11-11 17:53:00,69.1,,54.0,30.05,10.0,SSW,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Day,Day
A-346767,Source2,3,2017-03-02 16:58:46,2017-03-02 17:28:22,34.035473,-118.43808,,,0.01,#1 lane blocked due to accident on I-405 Southbound at Exits 53 53A 53B I-10.,W Pico Blvd,Los Angeles,Los Angeles,CA,90064,US/Pacific,KSMO,2017-03-02 16:51:00,72.0,,15.0,30.07,10.0,WSW,5.8,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-5917518,Source1,2,2021-10-26 07:34:30,2021-10-26 08:34:30,37.270407,-93.076778,37.266523,-93.136323,3.285,Stationary traffic on I-44 W from Exit 96 (I-44) to MO-744/Exit 84 (I-44) due to accident.,I-44 W,Strafford,Greene,MO,65757,US/Central,KSGF,2021-10-26 07:52:00,45.0,39.0,93.0,28.69,10.0,SE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1447267,Source2,3,2020-05-25 17:11:32,2020-05-25 17:41:19,33.967724,-112.128662,,,0.0,Lane blocked due to accident on I-17 Southbound at Exit 236 Table Mesa Rd.,Black Canyon Fwy S,New River,Maricopa,AZ,85087,US/Mountain,KDVT,2020-05-25 16:53:00,94.0,94.0,9.0,28.14,10.0,SW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-970249,Source2,2,2021-07-12 09:49:08,2021-07-12 10:36:00,42.800625,-71.092789,,,0.0,Accident on I-495 Blue Star Memorial Hwy Northbound at MA-125 Main St.,I-495 S,Haverhill,Essex,MA,01830,US/Eastern,KLWM,2021-07-12 09:54:00,65.0,65.0,97.0,30.04,1.0,ENE,5.0,0.16,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2789459,Source2,3,2018-06-29 17:27:01,2018-06-29 17:56:29,42.711353,-71.137527,,,1.850000023841858,Accident on I-495 Southbound from Exit 46 MA-110 East St to Exits 44-43 45B-A Marston St.,I-495 S,Lawrence,Essex,MA,01841,US/Eastern,KLWM,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-281506,Source2,2,2016-11-22 12:01:08,2016-11-22 12:30:51,29.736753000000004,-95.571785,,,0.01,Accident on Wilcrest Dr at FM-1093 Westheimer Rd.,Westheimer Rd,Houston,Harris,TX,77042-3205,US/Central,KMCJ,2016-11-22 11:55:00,78.8,,57.0,29.96,10.0,South,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-1975463,Source2,2,2019-07-18 08:49:25,2019-07-18 09:51:00,39.685322,-105.366333,,,0.0,Accident on CO-74 Evergreen Pkwy at CR-66 Squaw Pass Rd. No recent updates.,Squaw Pass Rd,Evergreen,Jefferson,CO,80439,US/Mountain,K0CO,2019-07-18 08:53:00,59.0,59.0,33.0,20.99,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-6399452,Source1,2,2021-02-20 11:12:40,2021-02-20 13:11:32,34.672351,-82.541504,34.672779,-82.540611,0.059,Incident on I-85 NB near MM 32 Drive with caution.,I-85 N,Pelzer,Anderson,SC,29669,US/Eastern,KGYH,2021-02-20 14:47:00,50.0,50.0,22.0,29.25,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1996424,Source2,3,2019-07-31 09:50:40,2019-07-31 10:50:16,38.909634,-77.217415,,,0.0,Left lane blocked due to accident on I-495 Capital Beltway Northbound before Exits 47A-B 47B-A VA-7 Leesburg Pike.,Capital Beltway N,Falls Church,Fairfax County,VA,22043,US/Eastern,KDCA,2019-07-31 09:52:00,83.0,83.0,58.0,30.03,10.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7072397,Source1,2,2020-06-08 15:53:56,2020-06-08 16:08:56,35.23481,-80.92034,35.23481,-80.92034,0.0,At US-521/Billy Graham Pky - Accident., Mulberry Church Rd,Charlotte,Mecklenburg,NC,28208-3504,US/Eastern,KCLT,2020-06-08 15:52:00,87.0,87.0,51.0,29.19,10.0,SE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5878885,Source1,2,2021-06-30 14:05:07,2021-06-30 15:12:45,33.76466631873243,-80.96418499907988,33.67248631873243,-80.89791499907987,7.421,Stationary traffic on I-26 E from US-21/Exit 129 (I-26) to Caw Caw Rd (I-26) due to accident.,I-26,Swansea,Lexington,SC,29160,US/Eastern,KCAE,2021-06-30 13:56:00,89.0,89.0,55.0,29.89,10.0,NW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2079058,Source2,3,2019-06-29 15:06:33,2019-06-29 16:36:55,34.039394,-81.09461999999998,,,0.0,Accident on I-20 Westbound at Exit 65 US-176 Broad River Rd.,I-20 W,Columbia,Richland,SC,29210,US/Eastern,KCAE,2019-06-29 14:56:00,89.0,89.0,40.0,29.88,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1127448,Source2,2,2021-03-08 08:06:48,2021-03-08 09:07:42,43.049129,-88.22036700000002,,,0.4900000095367432,Accident on exit ramp from I-94 Westbound at Exit 294 to Pewaukee Rd.,I-94 W,Waukesha,Waukesha,WI,53188,US/Central,KUES,2021-03-08 07:45:00,45.0,40.0,57.0,29.2,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7607314,Source1,2,2018-03-19 06:55:10,2018-03-19 12:55:10,29.91279,-95.41267,29.90162,-95.41247,0.772,At Mt Houston Rd - Accident.,I-45 S,Houston,Harris,TX,77037,US/Central,KIAH,2018-03-19 06:53:00,73.0,,87.0,29.74,8.0,West,11.5,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-894384,Source2,2,2021-09-18 12:41:42,2021-09-18 13:26:07,40.705662,-73.45143900000002,,,0.0,Left lane closed due to accident on Southern Pkwy clockwise at Exit 31 Bethpage Pkwy.,Southern State Pkwy E,Massapequa,Nassau,NY,11758,US/Eastern,KFRG,2021-09-18 12:53:00,80.0,80.0,62.0,29.95,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5966083,Source1,2,2021-11-04 06:31:30,2021-11-04 06:52:30,38.145438,-121.643495,38.154644,-121.676937,1.925,Slow traffic on CA-160 - CA-12 from Jackson Slough Rd to Isleton due to accident., State Highway 12,Isleton,Sacramento,CA,95641-9600,US/Pacific,KSUU,2021-11-04 06:43:00,59.0,59.0,100.0,30.05,10.0,SSW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6712504,Source1,2,2020-10-26 00:07:54,2020-10-26 03:23:02,35.88785900000001,-78.556579,35.888661,-78.557092,0.062,Incident on LONGFIELD DR near MCGUIRE DR Expect delays., McGuire Dr,Raleigh,Wake,NC,27616-7713,US/Eastern,KRDU,2020-10-26 00:51:00,51.0,51.0,96.0,29.68,5.0,VAR,6.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7209144,Source1,2,2020-03-03 15:49:00,2020-03-03 19:41:55,40.76036,-74.11565,40.76036,-74.11565,0.0,At I-95/New Jersey Tpke/Western Spur - Accident., Belleville Tpke,Kearny,Hudson,NJ,07032-4412,US/Eastern,KEWR,2020-03-03 15:51:00,50.0,50.0,89.0,29.55,4.0,VAR,6.0,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4637496,Source1,2,2022-12-08 18:29:00,2022-12-08 19:44:00,33.463169,-83.846627,33.467912,-83.84729899999998,0.33,Incident on GA-36 WB near SCOUT RD Road closed. Take alternate route., GA-36,Covington,Newton,GA,30014-5609,US/Eastern,K9A1,2022-12-08 18:56:00,63.0,63.0,93.0,29.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1758236,Source2,2,2019-10-16 05:58:44,2019-10-16 07:13:55,29.452888,-98.5159,,,0.0,Accident on I-10 Westbound at TX-345-LOOP Fredericksburg Rd.,W Woodlawn Ave,San Antonio,Bexar,TX,78201-5526,US/Central,KSAT,2019-10-16 05:51:00,67.0,67.0,90.0,29.14,9.0,N,10.0,0.15,T-Storm,False,False,True,False,False,False,False,False,False,False,False,True,Night,Night,Night,Night
A-7591606,Source1,2,2018-04-09 05:58:35,2018-04-09 11:58:35,44.179093,-94.72112,45.354833,-94.697475,81.244,Between 150th St and 160th St - Vehicle spun around., State Highway 4,Sleepy Eye,Brown,MN,56085,US/Central,KULM,2018-04-09 05:55:00,21.2,,93.0,30.16,0.5,Calm,,,Light Freezing Fog,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1946615,Source2,2,2019-07-02 07:48:34,2019-07-02 09:18:55,40.156422,-75.11245699999998,,,0.0,Accident on PA-263 York Rd at Lakevue Dr.,York Rd,Willow Grove,Montgomery,PA,19090-1324,US/Eastern,KPNE,2019-07-02 07:54:00,78.0,78.0,56.0,29.77,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-7539400,Source1,2,2018-09-21 12:58:02,2018-09-21 13:27:26,47.61733,-122.18894,47.61634,-122.18892,0.068,At 8th St/Exit 13 - Accident. Right lane blocked.,I-405 S,Bellevue,King,WA,98004,US/Pacific,KBFI,2018-09-21 12:53:00,69.1,,53.0,29.93,10.0,SSE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4191189,Source1,2,2022-03-12 07:35:14.000000000,2022-03-12 10:15:00.000000000,38.90779137592836,-91.531144380133,38.90235137592836,-91.472834380133,3.158,Incident on I-70 EB near EXIT 170 Right lane blocked. Expect delays.,I-70,New Florence,Montgomery,MO,63363,US/Central,KFYG,2022-03-12 07:35:00,16.0,3.0,58.0,29.86,10.0,WNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3588462,Source1,2,2017-02-22 08:51:02,2017-02-22 14:51:02,37.95923,-122.3308,37.95408,-122.32891,0.37,At San Pablo Dam Rd - Accident.,I-80 W,San Pablo,Contra Costa,CA,94806,US/Pacific,KCCR,2017-02-22 08:53:00,50.0,,71.0,30.23,10.0,WNW,11.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-236589,Source2,2,2017-01-19 17:48:44,2017-01-19 18:33:03,40.089027,-75.15486899999998,,,0.01,Accident on PA-73 Church Rd at Rices Mill Rd.,Church Rd,Wyncote,Montgomery,PA,19095-1105,US/Eastern,KLOM,2017-01-19 17:55:00,35.6,,93.0,30.03,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,Night,Night,Day,Day
A-1178590,Source2,2,2021-01-27 15:49:40,2021-01-27 16:51:13,36.013729,-86.619888,,,3.7100000381469727,Accident on I-24 Eastbound from Exit 60 Hickory Hollow Pkwy to Exit 62 TN-171 Old Hickory Blvd.,I-24 E,Antioch,Davidson,TN,37013,US/Central,KBNA,2021-01-27 15:53:00,36.0,29.0,86.0,29.53,3.0,NNW,9.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1825613,Source2,2,2019-11-16 13:33:38,2019-11-16 14:54:00,40.632713,-111.833641,,,0.0,Left lane blocked due to accident on Highland Dr Northbound at I-215 Exit 8.,I-215 E,Salt Lake City,Salt Lake,UT,84121,US/Mountain,KU42,2019-11-16 13:54:00,57.0,57.0,39.0,25.9,10.0,WNW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-992658,Source2,3,2021-06-23 19:25:24,2021-06-23 19:54:58,26.188128,-80.151657,,,0.0,Left lane blocked due to accident on I-95 Southbound at Exit 32 FL-870 Commercial Blvd.,W Commercial Blvd,Fort Lauderdale,Broward,FL,33309,US/Eastern,KFXE,2021-06-23 19:53:00,79.0,79.0,77.0,30.1,10.0,NNW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-7150641,Source1,2,2020-04-02 15:16:43,2020-04-02 15:51:41,40.0115,-75.6156,40.0115,-75.6156,0.0,At PA-100/Boot Rd - Accident.,PA-100 Spur N,West Chester,Chester,PA,19380,US/Eastern,KOQN,2020-04-02 15:15:00,54.0,54.0,38.0,29.06,10.0,NNW,24.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4965125,Source1,2,2023-01-03 14:21:04,2023-01-03 14:42:30,44.861953,-93.517935,44.86157100000001,-93.481938,1.763,Slow traffic on MN-5 from CR-101/Chanhassen Rd (MN-5) to US-212 (MN-5) due to accident., State Highway 5,Chanhassen,Hennepin,MN,55317,US/Central,KFCM,2023-01-03 14:34:00,26.0,14.0,84.0,28.6,2.0,NE,16.0,0.0,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1625608,Source2,3,2020-02-04 13:10:15,2020-02-04 15:03:00,38.989098,-76.883987,,,0.0,Right hand shoulder blocked and two right lane blocked due to accident on I-495 Capital Beltway clockwise at Good Luck Rd.,Capital Beltway S,Greenbelt,Prince George's,MD,20770,US/Eastern,KCGS,2020-02-04 13:08:00,62.0,62.0,50.0,29.76,10.0,SSW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
